host_name,planet_name,B_gauss,Prot_d,Prot_conf,r_A_au,a_over_rA,regime,Hu_bin,method,source
Luyten's Star,Luyten's Star d,250.0,98.0,,3.092268960059866,0.2302516402021562,sub,M1A,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M3.5V
Luyten's Star,Luyten's Star e,250.0,98.0,,3.092268960059866,0.2745556777129643,sub,M1A,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M3.5V
Proxima Centauri,Proxima Centauri b,600.0,82.6,,0.05,0.9712,borderline,M2B,literature override (canonical L89-95): Garraffo+2016 3D MHD,ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 A&A 662 A41
Proxima Centauri,Proxima Centauri d,600.0,82.6,,0.05,0.577,borderline,M2B,literature override (canonical L89-95): Garraffo+2016 3D MHD,ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 A&A 662 A41
Ross 128,Ross 128 b,200.0,121.0,,1.1149123524708795,0.0444878020142803,sub,M1A,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022
Ross 318,Ross 318 b,100.0,132.7915005807125,,3.1019727103404766,0.0512577043215018,sub,M1D,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:b_star_from_prot (canonical L142-175): floor(100G); P_rot=132.7915005807125; sp=M3V
Ross 508,Ross 508 b,368.2407229777875,16.386082694645967,,2.3688241408333677,0.0223739698892777,sub,M2A,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:b_star_from_prot (canonical L142-175): unsaturated_scaling; P_rot=16.386082694645967; sp=M4.5 V
Sun,Sol d (Earth),1.0,27.0,,0.0455619194242422,21.948153471952462,super,,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)","ALFVEN_RECOMPUTE_20260831; B:anchor_lit (compute_alfven_sempac.py sanity-anchor table: Sun B=1 G, Mdot=1 Mdot_sun)"
Sun,Sol e (Mars),1.0,27.0,,0.0455619194242422,33.44156741538204,super,,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)","ALFVEN_RECOMPUTE_20260831; B:anchor_lit (compute_alfven_sempac.py sanity-anchor table: Sun B=1 G, Mdot=1 Mdot_sun)"
tau Cet,tau Cet e,2.0,34.0,,0.8877755701533806,0.6060090163407515,borderline,M1A,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Petit+2008
tau Cet,tau Cet f,2.0,34.0,,0.8877755701533806,1.5026320219304137,borderline,M1A,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Petit+2008
tau Cet,tau Cet g,2.0,34.0,,0.8877755701533806,0.1498126378686244,sub,M1A,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Petit+2008
tau Cet,tau Cet h,2.0,34.0,,0.8877755701533806,0.2737178270832762,sub,M1A,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Petit+2008
Teegarden's,Teegarden's b,300.0,99.0,,0.6224231805825868,0.0416115607644266,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M7V
Teegarden's,Teegarden's c,300.0,99.0,,0.6224231805825868,0.0731013905321008,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M7V
Teegarden's,Teegarden's d,300.0,99.0,,0.6224231805825868,0.1270839558481137,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M7V
TOI-1266,TOI-1266 d,100.0,142.36749345653806,,2.5804374115172095,0.0586334701724234,sub,M2C,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:b_star_from_prot (canonical L142-175): floor(100G); P_rot=142.36749345653806; sp=M2
TOI-2443,TOI-2443 c,200.0,5.044972516862853,,0.6624149088365634,0.5327476711232514,borderline,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:b_star_from_prot (canonical L142-175): saturated; P_rot=5.044972516862853; sp=K5 V
TOI-700,TOI-700 b,400.0,54.6,,5.139445816155478,0.0131726264701906,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M2V slow
TOI-700,TOI-700 c,400.0,54.6,,5.139445816155478,0.0180758788638213,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M2V slow
TOI-700,TOI-700 d,400.0,54.6,,5.139445816155478,0.0317738538047581,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M2V slow
TOI-700,TOI-700 e,400.0,54.6,,5.139445816155478,0.0260728500296239,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M2V slow
TOI-715,TOI-715 b,400.0,4.756436571404594,,3.0859891111288817,0.0268957527104293,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M4V scaling
TRAPPIST-1,TRAPPIST-1 b,600.0,3.295,,0.1,0.1110999999999999,sub,M1D,literature override (canonical L89-95): Garraffo+2017 3D MHD,ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 A&A 662 A41
TRAPPIST-1,TRAPPIST-1 c,600.0,3.295,,0.1,0.1520999999999999,sub,M1D,literature override (canonical L89-95): Garraffo+2017 3D MHD,ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 A&A 662 A41
TRAPPIST-1,TRAPPIST-1 d,600.0,3.295,,0.1,0.2144,sub,M1D,literature override (canonical L89-95): Garraffo+2017 3D MHD,ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 A&A 662 A41
TRAPPIST-1,TRAPPIST-1 e,600.0,3.295,,0.1,0.2817,sub,M1D,literature override (canonical L89-95): Garraffo+2017 3D MHD,ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 A&A 662 A41
TRAPPIST-1,TRAPPIST-1 f,600.0,3.295,,0.1,0.371,sub,M1D,literature override (canonical L89-95): Garraffo+2017 3D MHD,ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 A&A 662 A41
TRAPPIST-1,TRAPPIST-1 g,600.0,3.295,,0.1,0.451,sub,M1D,literature override (canonical L89-95): Garraffo+2017 3D MHD,ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 A&A 662 A41
TRAPPIST-1,TRAPPIST-1 h,600.0,3.295,,0.1,0.63,borderline,M1D,literature override (canonical L89-95): Garraffo+2017 3D MHD,ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 A&A 662 A41
Wolf 1061,Wolf 1061 b,300.0,85.0,,4.073802940745016,0.0092051580661734,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M3V
Wolf 1061,Wolf 1061 c,300.0,85.0,,4.073802940745016,0.0218469084770515,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M3V
Wolf 1061,Wolf 1061 d,300.0,85.0,,4.073802940745016,0.1153713144293735,sub,M1B,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:B_star_audit_20260614.csv: Reiners+2022 M3V
Wolf 1069,Wolf 1069 b,100.0,148.51529390485675,,0.4735846526519361,0.1418964901495426,sub,M2A,"split-monopole_estimate (canonical L235-245, v_w=400 km/s)",ALFVEN_RECOMPUTE_20260831; B:b_star_from_prot (canonical L142-175): floor(100G); P_rot=148.51529390485675; sp=M5.0 V
GJ 1002,GJ 1002 b,440.21485779587863,14.120966,HIGH,1.190440907957364,0.0383891377509993,sub,M1B,"split-monopole_estimate (canonical, v_w=400 km/s)",alfven_addendum_20260901; params:Suarez Mascareno+2023 A&A 670 A5; B:unsaturated_scaling
GJ 1002,GJ 1002 c,440.21485779587863,14.120966,HIGH,1.190440907957364,0.0619938373309355,sub,M1B,"split-monopole_estimate (canonical, v_w=400 km/s)",alfven_addendum_20260901; params:Suarez Mascareno+2023 A&A 670 A5; B:unsaturated_scaling
Kepler-1638,Kepler-1638 b,4.925243717855654,82.787826,LOW,2.6674140594847913,0.2953584890925053,sub,M1D,"split-monopole_estimate (canonical, v_w=400 km/s)",alfven_addendum_20260901; params:gaia request / Morton+2016; B:unsaturated_scaling
